type,id,x,y,z,value
SENSE,56,854,715,41.2,44.37684685
SENSE,57,942,703,41.2,73.59811836
SENSE,58,1056,692,41.2,115.0787186
SENSE,59,1142,682,41.2,50.72793313
SENSE,60,1250,708,41.2,64.64703058
SENSE,61,1344,719,41.2,99.82760627
SENSE,62,1456,708,41.2,49.89510416
SENSE,63,1542,693,41.2,73.14316471
SENSE,64,41,908,41.2,65.26451979
SENSE,65,157,904,41.2,86.91204343
SENSE,66,257,898,41.2,60.93928537
SENSE,67,340,888,41.2,86.88371706
SENSE,68,443,919,41.2,65.44658008
SENSE,69,551,917,41.2,84.79258999
SENSE,70,654,886,41.2,98.12000838
SENSE,71,757,885,41.2,88.68723289
SENSE,72,858,898,41.2,80.03580271
SENSE,73,940,884,41.2,47.75764169
SENSE,74,1049,915,41.2,50.10319896
SENSE,75,1154,895,41.2,90.17741372
SENSE,76,1244,884,41.2,108.9149959
SENSE,77,1346,893,41.2,80.68534663
SENSE,78,1444,892,41.2,62.6624531
SENSE,79,1557,906,41.2,91.20534574
SENSE,80,42,1086,41.2,129.2524176
SENSE,81,152,1105,41.2,67.19348841
SENSE,82,259,1080,41.2,67.96868677
SENSE,83,351,1117,41.2,124.4228021
SENSE,84,450,1093,41.2,52.9475683
SENSE,85,558,1092,41.2,111.2254091
SENSE,86,640,1103,41.2,72.75619761
SENSE,87,740,1113,41.2,75.94872355
SENSE,88,841,1108,41.2,123.3755751
SENSE,89,944,1092,41.2,61.64662672
SENSE,90,1040,1100,41.2,61.13886377
SENSE,91,1141,1088,41.2,43.51326776
SENSE,92,1249,1109,41.2,57.54365899
SENSE,93,1351,1097,41.2,43.44809629
SENSE,94,1452,1090,41.2,57.45568699
SENSE,95,1556,1105,41.2,100.4074825
SENSE,96,55,1311,41.2,77.87626338
SENSE,97,154,1293,41.2,98.71616041
SENSE,98,257,1281,41.2,68.43670873
SENSE,99,358,1304,41.2,66.60769399
SENSE,100,458,1310,41.2,116.4624277
SENSE,101,545,1300,41.2,56.02863981
SENSE,102,659,1289,41.2,55.34389312
SENSE,103,748,1312,41.2,80.66799339
SENSE,104,842,1311,41.2,124.2116907
SENSE,105,949,1306,41.2,73.17010957
SENSE,106,1047,1283,41.2,76.79724643
SENSE,107,1146,1282,41.2,72.67426651
SENSE,108,1242,1298,41.2,69.72909978
SENSE,109,1358,1313,41.2,80.34472506
SENSE,110,1456,1285,41.2,76.18456402
SENSE,111,1554,1317,41.2,22.30738962
SENSE,112,50,1497,41.2,64.30834267
SENSE,113,147,1514,41.2,91.68363807
SENSE,114,241,1508,41.2,73.0584128
SENSE,115,345,1486,41.2,90.53659122
SENSE,116,456,1517,41.2,74.98866043
SENSE,117,558,1505,41.2,115.255003
SENSE,118,649,1512,41.2,60.22710487
SENSE,119,753,1510,41.2,53.09671785
SENSE,120,854,1486,41.2,73.5952665
SENSE,121,948,1507,41.2,96.97711455
SENSE,122,1053,1493,41.2,81.67263938
SENSE,123,1153,1513,41.2,78.9878177
SENSE,124,1254,1513,41.2,47.98324939
SENSE,125,1352,1512,41.2,88.39536294
SENSE,126,1453,1494,41.2,101.3021612
SENSE,127,1540,1507,41.2,51.98919852
BASE,0,200,200,0,0
BASE,1,600,200,0,0
BASE,2,1000,200,0,0
BASE,3,1400,200,0,0
BASE,4,200,600,0,0
BASE,5,600,600,0,0
BASE,6,1000,600,0,0
BASE,7,1400,600,0,0
BASE,8,200,1000,0,0
BASE,9,600,1000,0,0
BASE,10,1000,1000,0,0
BASE,11,1400,1000,0,0
BASE,12,200,1400,0,0
BASE,13,600,1400,0,0
BASE,14,1000,1400,0,0
BASE,15,1400,1400,0,0
